"","NAME","CITY","STATE","ZIP","LAT","LON","HIGHDEG","TYPE","RELIGIOUS","ONLINE","AVGFACSAL","TUIREVSTU","INCOSTSTU","PRGMOFR","OPENADMP","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","COST","NPT4_PUB","NPT4_PRIV","UGDS","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","INC_PCT_LO","INC_PCT_M1","INC_PCT_M2","INC_PCT_H1","INC_PCT_H2","FTFTPCTFLOAN","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_P6","MN_EARN_WNE_P7","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","MN_EARN_WNE_INC1_P6","MN_EARN_WNE_INC2_P6","MN_EARN_WNE_INC3_P6","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","CDR3","RPY_1YR_RT","RPY_3YR_RT","RPY_5YR_RT","RPY_7YR_RT"
"3491","New England Culinary Institute","Montpelier","VT","05602","44.261307","-72.575081",3,3,"NULL","0","4476","23035","11855","NULL","1","NULL","22200","22200","39673","NULL","32493","73","0.4932","0.5068","0.6027","0.1096","0.0274","0.0548","0.4166666667","0.1555555556","0.1277777778","0.1444444444","0.1555555556","0.7895","16808","12000","15333","12400","32200","32900","38300","37000","39100","29800","32300","33900","36400","39300","41300","0.167","0.5859564165","0.6413301663","0.6538461538","0.7145631068"
"3492","Norwich University","Northfield","VT","05663-1035","44.140237","-72.659783",4,2,"NULL","0","7575","14778","8139","NULL","2","0.6591","40014","40014","56003","NULL","25581","3120","0.7631","0.2369","0.717","0.0458","0.0308","0.0971","0.2175141243","0.1334745763","0.1765536723","0.1857344633","0.2867231638","0.7269","26000","14222","15750","15150","42400","42000","50100","45600","57100","41700","39200","44100","51200","59900","57500","0.043","0.7333333333","0.7941976428","0.8289855072","0.8238866397"
"3493","O'Briens Aveda Institute","Williston","VT","05495","44.447199","-73.102721",1,3,"NULL","0","NULL","10339","4107","5","1","NULL","NULL","NULL","NULL","NULL","13161","39","0.1282","0.8718","0.8974","0","0","0.0513","0.5145631068","PrivacySuppressed","0.1747572816","0.1650485437","PrivacySuppressed","0.7917","PrivacySuppressed","9833","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","19800","19100","PrivacySuppressed","23000","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.2","0.5316455696","0.5432098765","0.5322580645","0.5416666667"
"3494","Saint Michael's College","Colchester","VT","05439","44.494558","-73.167069",4,2,"30","0","8571","24234","10102","NULL","2","0.8265","45375","45375","57461","NULL","29490","1655","0.455","0.545","0.8205","0.0242","0.0181","0.058","0.1090909091","0.0621212121","0.1287878788","0.1681818182","0.5318181818","0.6642","27000","22983","23250","24625","41400","41600","49800","48400","57800","PrivacySuppressed","PrivacySuppressed","42000","52600","53600","60100","0.022","0.8151476252","0.8415841584","0.922705314","0.931122449"
"3495","SIT Graduate Institute","Brattleboro","VT","05302-0676","42.891035","-72.56738",4,2,"NULL","0","5832","261225","199192","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.5416666667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","39700","52300","PrivacySuppressed","42900","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.03","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL"
"3496","College of St Joseph","Rutland","VT","05701-3899","43.600507","-73.000848",4,2,"30","0","5325","9712","5248","NULL","2","0.4661","18520","18520","38472","NULL","21080","143","0.4056","0.5944","0.6014","0.2517","0.014","0.1259","0.5035460993","0.1418439716","0.1773049645","0.0992907801","0.0780141844","0.8209","23000","11652","18619","12000","29100","35800","34700","36900","39700","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.19","0.3941605839","0.4604316547","0.5517241379","0.6737588652"
"3497","Southern Vermont College","Bennington","VT","05201-6002","42.867713","-73.218518",3,2,"NULL","0","5522","12537","6073","NULL","2","0.9132","25511","25511","37775","NULL","24599","341","0.3196","0.6804","0.6012","0.0733","0.0147","0.1114","0.3198198198","0.1306306306","0.1846846847","0.1666666667","0.1981981982","0.8095","24570","18000","15750","12000","36400","33200","36500","37300","38900","32200","32900","42200","34900","38800","42200","NULL","0.5160349854","0.5617977528","0.6228571429","0.69527897"
"3498","Sterling College","Craftsbury Common","VT","05827-0072","44.65225","-72.382372",3,2,"NULL","0","4120","14370","12486","NULL","2","0.9333","38300","38300","50134","NULL","24066","107","0.4953","0.5047","0.785","0","0.028","0.0467","0.5046728972","0.1214953271","0.1401869159","0.0934579439","0.1401869159","0.5357","22550","20319","11500","11250","18400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.058","0.6451612903","0.7384615385","0.7936507937","0.7627118644"
"3499","Vermont Law School","South Royalton","VT","05068-0096","43.821406","-72.520919",4,2,"NULL","0","7588","26982","21200","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","60800","75100","70300","83800","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.037","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"3500","Vermont Technical College","Randolph","VT","05061","43.939623","-72.604498",4,1,"NULL","0","6430","16206","15981","NULL","2","0.6821","15108","27780","26669","20519","NULL","1350","0.5059","0.4941","0.7363","0.0156","0.0089","0.02","0.3419572553","0.1811023622","0.1979752531","0.1698537683","0.1091113611","0.7981","12000","11000","9500","12000","42600","39700","44600","43000","45900","40000","45000","42200","43200","45900","48700","0.056","0.7551984877","0.7857802401","0.8299065421","0.811023622"
"3501","University of Vermont","Burlington","VT","05405-0160","44.477325","-73.196646",4,1,"NULL","0","10205","24913","16087","NULL","2","0.6756","18276","42516","32825","18980","NULL","10612","0.4125","0.5875","0.8177","0.0122","0.0274","0.0377","0.1598042039","0.0990498128","0.1379211057","0.1600921394","0.4431327383","0.5309","21504","16847","18577","16751","40400","41400","48700","47400","55200","38300","39200","41500","59600","52200","55100","0.025","0.7808599168","0.8060367454","0.8761955367","0.8914879792"
"3502","Paul Mitchell the School-Roanoke","Roanoke","VA","24014","37.238992","-79.971827",1,3,"NULL","0","NULL","10247","3740","1","2","NULL","NULL","NULL","NULL","NULL","13581","89","0.0787","0.9213","0.8315","0.1124","0","0.0225","0.671875","0.109375","0.109375","PrivacySuppressed","PrivacySuppressed","0.8333","12500","9833","PrivacySuppressed","PrivacySuppressed","17200","19100","17900","19900","21700","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.281","0.1782178218","0.198019802","0.2358490566","0.3295454545"
"3503","Advanced Technology Institute","Virginia Beach","VA","23462","36.841381","-76.182268",2,3,"NULL","0","4156","19014","10143","NULL","2","0.7813","13200","13200","24055","NULL","19620","609","0.9376","0.0624","0.4565","0.4039","0.0213","0.0673","0.570719603","0.1960297767","0.1339950372","0.0521091811","0.047146402","0.5089","15250","14125","12144","12000","33400","35400","37900","37600","42400","29900","35200","38000","38000","44300","46000","0.218","0.2857142857","0.3246268657","0.3036117381","0.4400564175"
"3504","Averett University","Danville","VA","24541","36.577287","-79.413203",3,2,"54","0","6082","16063","10134","NULL","2","0.6061","34520","34520","45091","NULL","19749","943","0.5769","0.4231","0.561","0.2895","0.0064","0.0382","0.369592089","0.1878862794","0.1668726823","0.1532756489","0.1223733004","0.7714","25337","15000","19250","16898","40300","41400","44300","47900","49000","30400","38700","50000","37000","47500","58500","0.082","0.4517338332","0.5307760928","0.5679475164","0.6360153257"
"3505","Blue Ridge Community College","Weyers Cave","VA","24486-0080","38.279075","-78.937471",2,1,"NULL","0","6361","3311","5380","NULL","1","NULL","5364","11292","14996","10660","NULL","2930","0.4109","0.5891","0.7365","0.0567","0.0181","0.1246","0.5659472422","0.1876498801","0.1366906475","0.0689448441","0.0407673861","0.1474","10500","8726","6500","5500","28800","30500","32900","34300","36300","25600","30600","35300","33600","38200","41500","0.16","0.3691460055","0.4230769231","0.487150838","0.6195826645"
"3506","Bluefield College","Bluefield","VA","24605","37.244557","-81.246233",4,2,"54","0","5171","10149","4301","NULL","2","0.9536","26060","26060","36657","NULL","21997","887","0.5051","0.4949","0.6043","0.248","0.0023","0.0451","0.4006069803","0.191198786","0.1805766313","0.1335356601","0.0940819423","0.8221","20834","10900","13313","14583","39400","44100","44400","46200","46000","28800","41000","45100","31300","46800","55400","0.096","0.4423380727","0.502283105","0.586645469","0.6598639456"
"3507","Bridgewater College","Bridgewater","VA","22812-1599","38.378484","-78.969007",3,2,"58","0","6673","11238","6893","NULL","2","0.6608","35160","35160","48830","NULL","19836","1830","0.4459","0.5541","0.6475","0.1645","0.0131","0.0689","0.1972111554","0.125498008","0.1852589641","0.2041832669","0.2878486056","0.7566","26192","14750","17500","19500","34900","36500","41600","44400","46600","28500","34000","37300","39400","43700","49300","0.043","0.7386215865","0.7542579075","0.8080415045","0.8635135135"
"3508","College of William and Mary","Williamsburg","VA","23187-8795","37.269489","-76.708214",4,1,"NULL","0","11141","19385","16429","NULL","2","0.3692","23400","45272","37386","16383","NULL","6349","0.4224","0.5776","0.591","0.0715","0.0756","0.0942","0.1709758132","0.107589658","0.1209341118","0.1501251043","0.4503753128","0.2413","18325","12750","15000","18540","47400","51700","60100","65400","74500","45400","44000","49400","76500","69300","75800","0.014","0.8022648084","0.8327922078","0.88202692","0.9144295302"
"3509","Regent University","Virginia Beach","VA","23464","36.801173","-76.194627",4,2,"NULL","0","8175","12605","4186","NULL","2","0.8167","18380","18380","29366","NULL","18403","4161","0.3884","0.6116","0.5542","0.2687","0.0147","0.0872","0.513003096","0.1842105263","0.153250774","0.0885448916","0.0609907121","0.912","24500","9500","10890","12000","34800","43300","40100","51000","45600","29700","33000","45400","38600","47100","52500","0.056","0.3648979592","0.427027027","0.5021949078","0.5587301587"
"3510","Central School of Practical Nursing","Norfolk","VA","23502","36.869309","-76.210274",1,1,"NULL","0","NULL","4400","3188","1","1","NULL","NULL","NULL","NULL","8039","NULL","20","0.15","0.85","0.6","0.35","0","0.05","0.6764705882","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"3511","Central Virginia Community College","Lynchburg","VA","24502-2498","37.358809","-79.184238",2,1,"NULL","0","6729","3455","5486","NULL","1","NULL","4838","10766","9649","4920","NULL","2351","0.433","0.567","0.6674","0.2161","0.0136","0.037","0.6081802015","0.1837581506","0.1333728512","0.0503852993","0.0243034973","0.1224","6000","5500","5000","5000","25800","25800","29300","29200","30300","23500","PrivacySuppressed","PrivacySuppressed","27700","PrivacySuppressed","PrivacySuppressed","0.185","0.3897058824","0.4320557491","0.4821428571","NULL"
"3512","Christopher Newport University","Newport News","VA","23606-3072","37.062495","-76.494364",4,1,"NULL","0","8706","8188","9431","NULL","2","0.6777","14754","27620","29407","24185","NULL","4853","0.4428","0.5572","0.7523","0.0649","0.0309","0.0573","0.1296296296","0.0952380952","0.1375661376","0.1825396825","0.455026455","0.4841","25000","19500","21500","21007","39300","38900","45300","43300","52000","37300","39000","39700","45800","47900","54800","0.016","0.7324675325","0.7633819951","0.8258609487","0.8491083676"
"3513","Suffolk Beauty Academy","Suffolk","VA","23434-3020","36.739517","-76.563917",1,3,"NULL","0","NULL","9018","3715","1","1","NULL","NULL","NULL","NULL","NULL","NULL","20","0.05","0.95","0.2","0.8","0","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","14100","PrivacySuppressed","16500","PrivacySuppressed","16500","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.236","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"3514","Bryant & Stratton College-Virginia Beach","Virginia Beach","VA","23462","36.827826","-76.13819",3,3,"NULL","0","4550","15722","2744","NULL","1","NULL","17529","17529","23071","NULL","13809","526","0.2776","0.7224","0.2395","0.6255","0.0114","0.0399","0.7551716629","0.1299992742","0.0625680482","0.0337519053","0.0185091094","0.6897","21100","9500","12456","12000","23600","22200","26400","23700","26600","20500","30800","31700","23900","32900","40900","0.196","0.1349770391","0.1873163434","0.225","0.270059786"
"3515","Bryant & Stratton College-Richmond","North Chesterfield","VA","23235","37.45955","-77.543378",3,3,"NULL","0","5822","17171","2976","NULL","1","NULL","17324","17324","22627","NULL","15928","652","0.1012","0.8988","0.2638","0.5951","0.0199","0.0429","0.7551716629","0.1299992742","0.0625680482","0.0337519053","0.0185091094","0.7692","21100","9500","12456","12000","23600","22200","26400","23700","26600","20500","30800","31700","23900","32900","40900","0.196","0.1349770391","0.1873163434","0.225","0.270059786"
"3516","Jefferson College of Health Sciences","Roanoke","VA","24013","37.265985","-79.939574",4,2,"NULL","0","6905","19905","12393","NULL","2","0.2995","26886","26886","40764","NULL","27000","774","0.1951","0.8049","0.792","0.0853","0.0181","0.0504","0.384305835","0.1448692153","0.138832998","0.1609657948","0.1710261569","0.7969","24750","22414","20250","15000","47500","55500","54800","54400","58600","41700","49500","51700","58700","57300","60400","0.027","0.6056074766","0.6512820513","0.6485507246","0.7423423423"
"3517","Dabney S Lancaster Community College","Clifton Forge","VA","24422-1000","37.812275","-79.852536",2,1,"NULL","0","6124","3182","6534","NULL","1","NULL","4725","10653","10910","6349","NULL","562","0.3701","0.6299","0.895","0.0409","0.0036","0.016","0.5021551724","0.1767241379","0.161637931","0.1142241379","0.0452586207","0.1765","9094","6500","5349","5500","27800","27900","28200","28600","31500","24000","PrivacySuppressed","PrivacySuppressed","27800","PrivacySuppressed","PrivacySuppressed","0.23","0.4029304029","0.4680851064","0.5450819672","0.5138121547"
"3518","Danville Community College","Danville","VA","24541-4004","36.565286","-79.408803",2,1,"NULL","0","6451","2454","7151","NULL","1","NULL","4710","10638","12067","7742","NULL","1581","0.4314","0.5686","0.5965","0.3118","0.0089","0.0386","0.6708955224","0.1567164179","0.1074626866","0.0514925373","0.0134328358","0.1331","7313","6715","4494","4414","23400","25500","26500","28900","29400","20900","PrivacySuppressed","PrivacySuppressed","27700","PrivacySuppressed","PrivacySuppressed","0.165","0.2969432314","0.3197556008","0.3854166667","0.4264705882"
"3519","Eastern Virginia Medical School","Norfolk","VA","23507","36.861232","-76.300694",4,1,"NULL","0","13628","34705","41473","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","111100","PrivacySuppressed","PrivacySuppressed","156100","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.009","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed"
"3520","Centura College-Virginia Beach","Virginia Beach","VA","23452-7431","36.837648","-76.064499",3,3,"NULL","0","4182","17586","4603","NULL","1","NULL","15887","15887","30035","NULL","25515","102","0.1471","0.8529","0.2941","0.5","0.0098","0.0784","0.8110294118","0.1044117647","0.0558823529","0.0198529412","0.0088235294","0.4","20000","12000","12000","13000","18200","23100","21900","27300","25000","16600","25800","27300","22900","31100","31400","0.163","0.0879043601","0.1454356126","0.1746715486","0.1863636364"
